Datum;BIEL-BENKEN - Niederschlag (mm oder Liter/m2);AESCH-BL - Niederschlag (mm oder Liter/m2);WALLBACH - Niederschlag (mm oder Liter/m2);FRICK - Niederschlag (mm oder Liter/m2);OBERFLACHS - Niederschlag (mm oder Liter/m2);GRAENICHEN - Niederschlag (mm oder Liter/m2);SEENGEN - Niederschlag (mm oder Liter/m2);BIRMENSTORF - Niederschlag (mm oder Liter/m2);LEUGGERN - Niederschlag (mm oder Liter/m2);TEGERFELDEN - Niederschlag (mm oder Liter/m2);ENDINGEN - Niederschlag (mm oder Liter/m2);KUENTEN - Niederschlag (mm oder Liter/m2);STEINMAUR - Niederschlag (mm oder Liter/m2);WIL-SG - Niederschlag (mm oder Liter/m2);WIL-ZH - Niederschlag (mm oder Liter/m2);HALLAU - Niederschlag (mm oder Liter/m2);UHWIESEN - Niederschlag (mm oder Liter/m2);LINDAU - Niederschlag (mm oder Liter/m2);LIEBENSBERG - Niederschlag (mm oder Liter/m2);UESSLINGEN - Niederschlag (mm oder Liter/m2);MAMMERN - Niederschlag (mm oder Liter/m2);DETTIGHOFEN - Niederschlag (mm oder Liter/m2);THUNDORF - Niederschlag (mm oder Liter/m2);WEINFELDEN - Niederschlag (mm oder Liter/m2)
03.06.2021;0;0;1.1;1.2;1.5;1.7;0.9;3.4;1.8;1.5;1.7;1.3;4;0;0.8;0.4;0;0.8;0.4;0.1;0;0;0.2;0
04.06.2021;1;2.8;0.2;2.8;0.6;6.7;6.4;6.5;1.2;0.6;1.1;8.2;14.8;0;12.1;1.2;5.8;0;0;1.9;4.5;11.6;0;0
05.06.2021;9;8.6;8.2;9.2;14.6;18.4;12.3;13.5;12.1;9;10;15.1;7.6;15.1;4.8;6.5;4.2;10.2;3;5.7;5.7;5.1;5;9.4
06.06.2021;0.4;0;0.2;0.2;0.8;3.3;6.1;13.6;0.6;2.1;8.2;1.4;1.6;33.2;4.8;2;3.2;2.8;8;6.3;6.1;10.3;12.7;22
07.06.2021;5;6.2;10.1;16;16.2;21.7;11.4;18.7;11.4;16.5;24.9;19.8;40.8;10.5;32;16.7;20.4;17.2;21.6;13.5;9;6.6;11.1;34
08.06.2021;21.4;3.2;5.6;5.8;8;14.5;15.4;10.6;27.5;35.7;17.3;13.9;5.8;19.3;24.2;16.8;42.4;9;16.6;11;31.2;38.6;38.1;38.2
09.06.2021;7;0.8;10.1;1.6;7.2;1.9;1.9;2.6;5.4;5.7;3.6;2.3;0.2;3.2;1.3;13.7;0.2;0.4;0.2;0.5;4.4;4.1;2.5;0.2
10.06.2021;0.2;0;0;0.2;0;0;0;0.1;0.1;0.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
11.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0
14.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021;4.2;1.4;0;0;0;0;0.9;0;0;0;0;0;0;0;0.5;2.1;0;3.2;0;0;0;0;0;0
19.06.2021;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;3.4;0.4;0.4;0;2.9;0;0;0;0
20.06.2021;6.8;7.6;5.9;10.4;40.8;19.6;10;23.7;37.2;32.8;24.2;6;9.6;0.1;12.2;34.5;12.2;13.2;14.2;12.9;15.5;8.5;13.2;3.8
21.06.2021;11.2;7.8;15;10.2;11.4;3.7;4.8;1.7;2.3;1;0.4;2;4.2;22.7;2.9;5.5;2.6;7.8;10.8;4.9;4.9;11.7;10;5
22.06.2021;16;26.6;6.5;5.4;11.2;5.7;5.1;9.2;9.7;8.6;9.8;5.3;2.2;1.5;0.8;2.3;2.6;1.6;1;0.6;0.4;0.4;0.3;4.1
23.06.2021;7.6;6.6;25.3;36.4;45.3;34.5;10.7;15.8;33.1;30.2;18.5;35.3;29.8;6.7;28;17.3;29.6;30.6;34.4;23.4;7.4;13.8;5.8;21.4
24.06.2021;3;7.2;9.9;7;21.5;49.4;49.1;18.2;20.4;19.5;16.3;32.7;10.2;4.5;11.6;2.2;3.8;8.6;1.4;0.8;12.5;29.1;34.6;0.8
25.06.2021;0;0;0;0;0.1;1;2.3;1.2;0;0;0.1;4.3;0;0.4;0;0.3;0;0;0;0;0;0;0;0
26.06.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.06.2021;6.2;6.2;0;6.8;0.8;0.3;1.4;1.3;0;0.1;1;0.1;1.2;0;1.1;0.1;0.6;3.2;1.2;0.1;0.1;0;0;2.3
28.06.2021;11.2;11.4;17.1;7.6;11.4;17.4;29.7;15.7;11.8;13.7;16.9;30.3;22.4;33.9;25.6;24.3;40;10.2;10.8;15.8;5.8;5;15.5;14.7
29.06.2021;22.6;27.2;11.9;19;15.6;15.7;13.1;24.2;13.7;20.5;16.9;13.4;18.4;42.8;16.9;12.5;17.6;30.8;29.6;25.4;37.4;23.1;31.5;31.1
30.06.2021;6.6;6.4;22.6;10.2;25.4;22;23.5;22.4;16.4;14.4;19.5;19;17;14.5;23.1;8.2;17;19.2;16.2;17.1;18;5;10.2;12
01.07.2021;0;0;0.5;0.4;0.8;3.7;3.2;0.2;0.4;0.2;0.2;1.7;0;6.3;0;0.1;1.2;0.4;3;2.9;2.8;1.7;3;3
02.07.2021;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
03.07.2021;4.8;9.2;3.6;5.2;2.8;4.1;3.3;2.2;4.2;2.9;1.9;2.5;2.4;3.9;1.8;2.1;2.4;2.8;1.8;1.7;2.3;0.8;1.1;1.6
04.07.2021;5.8;2;12.8;0.4;2.5;1.6;7.1;3.4;1.4;1.4;1.2;6;5.2;7.6;3.5;0.5;2.2;5.8;5.6;9.6;5.8;0.6;2.6;8.1
05.07.2021;1.8;0.2;1.1;0.4;0.3;0.1;0;0.2;0.2;0.1;0.2;0.1;0;0;0.1;0.2;0;0;0;0;0;0.6;0;0
06.07.2021;11;7.8;7.8;7.6;10.6;9.9;11;6.3;6.7;6.1;5.3;7.6;7.4;9.4;5.4;5.3;7.8;9.2;8.8;5.8;6;0.5;7;8.5
07.07.2021;1.4;2.6;6.7;10.8;17.5;17.3;13.6;20.9;15;15.9;16.3;12;8.6;5.1;12.7;15.2;10.4;5.2;4.6;4.7;5.1;0.5;5.1;4
08.07.2021;4.8;12.6;3.2;3.6;10.7;16.7;17.1;18.8;7.5;9.9;13.2;20.4;13.4;46.4;29.5;20.9;44.6;41.4;43.6;44.6;32.6;0.7;47.4;57
09.07.2021;0;0;6.9;2.2;2.2;2.7;3.2;4.2;2.5;4.5;3.4;8.7;1.6;27.2;0.7;8.4;3.4;10.2;13.6;9.2;15;3.2;17;13.2
10.07.2021;33.6;22.6;10.1;9.8;0.8;1.1;0.3;0.8;5.5;0.8;0.3;0.1;1;0.4;1;2.5;0.4;2.2;2.2;1.1;0;0;0;6.7
11.07.2021;0.2;0.2;2.1;0.6;2.3;3.2;2;1.1;0.7;0.7;0.7;1;0.2;19.5;0.4;0.4;1;0.8;1.4;1.2;2.4;3.4;4;3.3
12.07.2021;7.4;3.6;3.7;6.4;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.07.2021;32.2;38.2;53.7;40;57.6;70;50.9;59.5;47.3;52.7;48.5;58.5;46;27.7;40.7;36.5;39.6;62.6;32.6;37.5;43.6;31.1;19.7;24
14.07.2021;7.4;9.8;11.4;14;5.2;5.2;4.3;4.8;10.7;8.1;12.9;3;10.2;3.8;11.9;9.9;11.2;10.2;8.8;10.1;4.1;10.1;1.5;5.4
15.07.2021;29;30;39;24.6;37.9;18.6;15.9;17.2;23.5;20.9;25.4;22.4;22.8;19;18;24.2;40.8;22.2;22.8;37.2;41.5;35;24.2;21.2
16.07.2021;7;12.2;9.3;9;2.1;0.3;4.5;4;4.5;4.1;2.8;9.3;2.4;7.7;8.2;4.3;5.6;9.6;6.8;1.3;2.1;0.6;15.2;1.8
17.07.2021;0;0.2;4;4.6;0.2;2.7;3.9;0.2;0.6;0.1;0.2;3.9;1.2;2.3;0.4;1.9;0.6;6.6;7.2;0.7;1.4;0.5;8.2;16.6
18.07.2021;0;0;0.1;0.2;0.6;1.8;5.2;0.7;0.2;0.4;0.4;3.2;1.8;8.2;0.1;0;0.2;2.8;1.2;5.6;5.9;5.5;10;0.1
19.07.2021;0;0;0;0.4;0.1;0.3;0;0;4.1;1.8;1.7;0;0;0;0;0;0;0;0;1.9;0;0.3;0;0
20.07.2021;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.07.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.07.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.07.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.07.2021;9.8;14.8;2;6;4.5;0.9;5.1;2.2;10.3;9.8;6.6;0.9;2.6;21.5;0.6;13.2;2.2;6.8;12.6;2.4;2.4;3.8;16.3;12.3
25.07.2021;22.4;29;25.6;6.2;7.5;7.5;17.7;9.8;5.1;4.9;7.6;18.6;20;40.2;11.7;5.5;16.8;16;15.6;17.5;15.3;19.1;13.7;14.8
26.07.2021;1;3.6;7.4;22.2;17.6;4.5;5.8;18.4;14.5;6;9.5;5.6;23.8;7.2;4.6;5.7;4.4;3.8;3.6;4.1;6.9;5.9;4;6.1
27.07.2021;0;0;0.1;0;0.2;0.1;1;0.2;0.2;0.1;0.2;0.6;0.2;1.5;0.1;0.1;0.2;2.6;1.8;3.2;3.9;3.6;4.5;3.7
28.07.2021;4.2;5.4;6.8;5;9.4;9;10.9;9.4;7.3;6.2;6.6;8.5;5.2;11.5;6.8;4.3;4.4;3.4;3.8;3.7;3.5;4.9;5.3;7.4
29.07.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.07.2021;2.2;23.8;17.3;8.8;8.4;3.6;5.8;5.7;8.8;5.4;7.3;4.8;3.6;3.4;6.7;6.5;6.8;8.4;7;9.8;2.3;4.6;1.7;4
31.07.2021;2;1.6;0.2;4.2;2.9;5.7;6.4;3.1;0.8;0.8;1.4;2.5;3.8;7.6;2.9;1.9;5.6;5.2;5.2;4.7;4.1;3.5;1.7;8.1
01.08.2021;26.8;13.2;19.5;19.8;23.8;23.5;23.8;23.5;21.1;20.1;17.5;24.8;13.4;45;21.2;16.1;25.8;23.8;40.8;25.7;30.3;38.2;40.5;39.1
02.08.2021;0.2;10.6;0;3.2;2;0;0;0.1;0.3;0;0;0;0;0.1;0;0;0;0.2;0;0;0;0;0;0
03.08.2021;5;17;11.1;12.4;7.4;3.9;6.7;6.5;10.6;7.4;4.4;6.5;4.8;1.8;7.8;6.6;5.4;3.4;2;10.4;4.9;7.8;0.7;6.9
04.08.2021;2;3.4;2.2;2.6;6;8.7;10;7.4;3.1;4.4;5.4;10.1;6.6;5.9;4.4;1.9;5.2;6.6;6.2;7.6;7.6;5.7;5.2;6.3
05.08.2021;7;4.8;3.5;10.6;3;2;1.9;6.2;4.4;2.9;7.1;1.1;3.6;2.8;0.7;1;1.8;1.4;3.4;2.1;1.7;4.5;2.8;1
06.08.2021;0.6;1;3.6;2.8;4.2;2.9;1.3;3.8;3;3.6;3.2;2.7;4.2;1.6;2.6;1.9;2.6;3.6;1.8;5.1;3.8;3.5;1.5;1.8
07.08.2021;14.6;12.4;14.1;14;16.1;17.9;11.6;15.7;13.5;13.9;16.2;15.3;12;8.9;13.8;10.8;13;10.4;10.6;8.5;9.6;9.9;10.2;8.1
08.08.2021;0;0;0;0;0;1;0.1;0.3;0;0;0;0.2;0;0.2;0.2;0.1;0;0;0;0.1;0.1;0;0;0.1
09.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
11.08.2021;0;0;0;0;0;0;0;0;0;0;0;0.7;0;1.4;0;0;0;0;0;0;0;0;0;0
12.08.2021;0;0;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.08.2021;0;0;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0
14.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.08.2021;0.4;2.6;0;1;4.9;0;0;4.8;1.1;1.7;6.7;0.7;1;0;4.1;0.8;3.6;1.2;0;0;0.1;0;0;0
16.08.2021;0.2;0.4;0;0.4;0;0.8;1.2;0.1;0;0;0;0.3;0;10.3;0;0.1;0;1.6;0.8;1.2;1.9;1.5;1.2;2.1
17.08.2021;0;0;8.7;7.6;9.3;2.1;2.7;2.8;2.2;2.1;3.9;3.8;3.6;4.6;5;2.9;2.8;2.6;4.6;4;2.8;3.4;3.9;2.1
18.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.6;0;0;0;0.6;0.2;0.1;0.6;0.7;0.1;0.4
19.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2021;5.8;2.6;2.7;2.4;11.6;12.8;36.7;15.9;2.1;1.5;1.8;7.8;16.8;32.7;1.4;0.6;1.8;14.6;9.4;8.5;5.4;11.9;12.7;10
23.08.2021;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.08.2021;0.4;0;0.6;0.6;0;0;0;0;0.5;0.1;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
27.08.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;1.3;0;0
28.08.2021;0.4;0.6;0.9;0.8;0.1;0.1;0;0.2;0.7;3.5;2.4;0.1;3.6;9.6;8.3;1;5.8;13.8;9;12.7;17.8;14.7;10.8;5.2
29.08.2021;0.4;0.2;1.2;0.2;0.6;1.3;4;0.4;0.6;0.5;0.5;0.2;0.2;15.7;0.4;1.4;4.8;2;11.2;6.8;15.2;10.1;9.8;12.1
30.08.2021;0.2;0.2;0.2;1.6;3.4;3.5;4;6.7;8.1;4.1;2.7;4.2;8.8;9.8;3.6;10.6;14.8;5.2;6.4;9.1;10.5;6.7;5.5;4.3
31.08.2021;0.4;0.6;3.4;0.4;0.1;0;0.2;0.9;0.1;0.2;1.9;0.4;0;1.1;0.6;0.4;0.8;0;1;7.2;5.1;5.4;1.1;1.1
01.09.2021;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0
02.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0
03.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0
05.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.09.2021;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.09.2021;2.4;1.2;9.1;7.8;10.1;0.7;0.3;6;1.1;0.3;1.3;0.9;1;6.8;0.1;1.1;0.4;0.8;0;0;0;0;0.4;2.3
11.09.2021;0.8;9.2;1.2;0;0.1;0;0.4;0.4;0.3;0.3;0.1;0.5;0.2;0.6;0.6;0.2;0.4;0;0.2;0.1;0;0;0.4;0.2
12.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.09.2021;0.4;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.09.2021;5;3.4;5.4;4.6;2.8;3;4.3;3.2;3.6;3.9;3.1;3.2;3.6;1.2;2.9;2.3;4.8;2.6;2;2;2.3;1.2;1.5;1
16.09.2021;5.2;6.2;4.5;10;9.3;9;7.8;5.3;8.8;8.6;8.3;9.8;8.8;12.1;18.4;19.1;12.8;23;11.6;10.4;13.5;14.3;11.3;8
17.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0.1;0;0;0;0;0;0;0;0;0
18.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.09.2021;7.8;10.2;8.2;9;8.9;14.7;9.6;7.6;10.4;12.9;13.8;11.7;11.4;9.3;8.3;6.5;12;9.4;8.6;10.3;10.8;7.5;5.6;5.5
20.09.2021;0;0.6;1.4;2.2;1.6;1.2;1.1;2.1;1.9;2.8;2.6;1.2;6.4;8.6;4.3;5;5.2;6.2;4.8;3.9;6.7;7.6;6.8;6.1
21.09.2021;0.2;1.4;0;0;0;0;0.1;0;0;0;0.2;0.1;0.2;0;0.1;0;0;0;0.2;0.1;0;0.1;0.1;0
22.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.09.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.09.2021;0;0;0;0;0;0;0;0;0.1;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0
25.09.2021;0.2;0.2;0;0.2;0.2;0.4;0;0.2;0;0;0;0.3;0.4;0;0.6;0;0.2;0;0;0.1;0;0;0;0
26.09.2021;5.2;10.2;15.6;17;4.2;2.7;;2.5;10.3;5.1;3.5;1.9;1;0.3;1;5.2;1;1.2;0.8;1.2;1.1;0.8;0.5;0
27.09.2021;0;0.2;0.6;0.2;0;0;;0;0.1;0.2;1.2;0.1;0;0;0;0.1;0;0;0;0;0;0;0;0
28.09.2021;0.8;0;0.3;0;0;0.6;;0.1;0;0;0;0.8;0.2;0;0.1;0.3;0.8;0.2;1;0.5;2;0.9;0.2;0
29.09.2021;0.6;0;0.1;0.6;1.1;0.5;;1.7;1;0.3;0.6;0.8;1.6;5.2;0.5;0;0.6;1;1.2;1.4;0.9;1.3;1.3;2.8
30.09.2021;0;0;0;0.2;0;0;;0;0;0;0;0;0;1.2;0;0;0;1;0.2;0;0.1;0.2;0.3;0.3
01.10.2021;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.10.2021;0;0;0;0;0;0;;0;0;0;0;0;0;8.4;0;0;0;0;0;0.1;0.1;0;0;0
03.10.2021;7.8;6.8;2.3;1;0.5;0.6;;0;0.1;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0
04.10.2021;5.6;3;1.4;0.4;0.3;0.6;;0.6;0.6;0.8;0.9;0.6;1.2;3.7;1.2;1;3;2.4;3.2;2.7;4.1;3.3;2.6;6
05.10.2021;7.6;9.8;11.3;9.2;8.3;8.7;;6.7;8.3;7.4;8.2;7.5;6.6;5.3;6;6.6;5.4;7.4;5.6;3.8;5.2;4.5;4.6;4.2
06.10.2021;3.8;6.6;8.3;5.2;3;3;;4.6;2.4;1;2.1;6;4.2;3.7;0.2;0.3;0.2;4.6;2.4;0.7;1.5;1.8;1.4;1.1
07.10.2021;3;3.2;0.6;0.4;0.1;1.5;;0.3;0.2;0.3;0.3;0.3;0.2;2.4;0.7;1;0.6;0.6;0.8;0.7;0.5;0.9;0.7;0.2
08.10.2021;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.10.2021;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.2021;0.2;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.10.2021;0.2;0;0;0;0.1;0;;0;0.1;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
12.10.2021;0.4;0.6;0;0;0;0;;0.1;0;0;0;0.1;0.4;0;1.9;1.9;0.2;1;0.8;0.9;0;0;0;0.7
13.10.2021;1.8;2.8;3;0.8;2.3;3.2;;4.5;1.6;4.5;3.2;3.9;1.4;5;1.7;0.6;2.4;3.4;4.6;4.9;6.4;6.2;5.2;5.9
14.10.2021;0;0;0;0.2;0;0;;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0
15.10.2021;0.2;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.1;0;0;0;0
17.10.2021;0.2;0;0;0;0.1;0;0.1;0.1;0.1;0.1;0;0.1;0.2;0;0.1;0;0.2;0.2;0;0.2;0.1;0.1;0.1;0.2
18.10.2021;0.2;0;0;0;0.3;0.1;0.2;0.2;0.2;0;0.8;0.2;0.2;0;0.1;0;0;0;0.4;0.1;0.1;0.2;0.1;0.2
19.10.2021;0.2;0;3.3;0.2;0;0;0;2.1;0.1;0;0;0;0.2;0;0;0;0.2;0;0;0.1;0.1;0;0;0
20.10.2021;0;0;2139.4;0;0;0;0;0;0.1;0;0;0;0;0;0.2;0;0.2;0;0;0.1;0;0;0;0.1
21.10.2021;2.6;4.6;4.2;4;2.5;4.6;4.8;1.2;8.8;9;3.2;1.8;2.8;8;12.1;8.9;14;4.2;5.8;4.4;8;4.7;4.7;5.1
22.10.2021;1.6;1.4;7.1;1.8;1.2;2.3;1.3;1.3;3.1;1.7;1.6;1;0.8;6.3;1.8;2.9;2;1.8;2.4;2.3;2.2;2.4;2.2;3.5
23.10.2021;0;0;0.1;0.2;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0.1;0;0;0;0
24.10.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.10.2021;0;0;0;0;0;0;0.1;0;0;0;0;0.1;0.2;0;0.1;0;0.2;0.2;0.2;0.1;0.1;0;0;0.1
26.10.2021;0.2;0.2;0.6;0.2;0.6;0.2;0.3;0.2;0.2;0.1;0.1;0.3;0.4;0.1;0.2;0.2;0.6;0.2;0.4;0.6;0.9;0.6;0.2;0.2
27.10.2021;1;0;0.1;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0;0;0;0.2;0.1;0.2;0.1;0.1;0.1
28.10.2021;0.2;0;0.1;0;0.1;0.1;0.1;0;0;0;0;0;0.2;0.1;0.1;0.2;0.2;0.2;0.2;0.1;0;0;0.1;0
29.10.2021;0.2;0;0;0.2;0.1;0;0.2;0.1;0.2;0.1;0.1;0.2;0.2;0;0.3;0.1;0.2;0.4;0.2;0.2;0.1;0.2;0.1;0.1
30.10.2021;2.4;1;2;1.8;0.7;0.4;0.5;0.7;2;1.8;1.3;0.3;1;0.4;2.6;2.9;1.6;0.4;0.6;0.6;0.7;0.8;0.7;0.2
31.10.2021;0.2;0.2;0.6;1;0.3;0.7;0.5;0.5;0.9;1;1.1;0.8;0.4;0.1;0.1;0.7;0.4;0;0;0.2;0;0.1;0;0
01.11.2021;17;20.6;4.6;13.8;3.2;2.4;6;3.7;0;2.2;0;6.8;3.2;5.9;6;5.3;4.2;4.4;3;3.5;6.3;5.6;1.9;5.5
02.11.2021;1;0.8;;3.2;;;4.9;1.8;;;;1.5;2.8;3.2;4;2.4;4.4;3.8;4.4;4.1;4.6;4.9;4;3.7
03.11.2021;5.2;2.2;3.6;2.6;;;2.2;1.3;;;1.4;2;1.4;1.1;2;1.1;3;1.8;1.6;1.6;0.9;1.2;0.5;1.2
04.11.2021;0.6;0.4;1.2;0.8;;0;1.4;1.1;;;1.3;1.6;1;4;0.1;0.3;1.4;2;3.4;0.3;2.5;3;3.5;3.6
05.11.2021;0.6;0.8;1.8;0.6;;0;0;0.2;;;0.7;0;0.2;0;0.4;0.3;0.2;0;0;0;0.1;0;0;0
06.11.2021;0;0;0;0;;0.1;0;0;;;0;0.1;0;0;0;0;0;0;0;0.1;0;0;0.1;0
07.11.2021;0;0;0.2;0;;0;0;0;;;0;0;0;0.1;0;0;0;0.2;0;0;0;0;0;0
08.11.2021;0;0;0;0.2;;0.3;0.2;0.5;;;0;0.3;0.6;3.6;0.4;0.7;0.2;1.6;0.6;0.5;0.1;0.2;1;1.9
09.11.2021;0.2;0;0.1;0;;0;0;0;;;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021;0.4;0;0.2;0;0;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0;0;0.1;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1
12.11.2021;0.4;0;0;0.2;0.1;0;0.2;0.1;0.3;0.1;0;0.2;0.2;0.2;0.3;0.1;0.2;0.2;0.2;0.4;0.1;0.1;0.2;0.2
13.11.2021;3.2;3.4;2.3;3.4;0.8;0.2;0.4;1.3;2;2.5;1.6;0.8;2.6;4;1.1;0.9;0.4;2.2;1.6;0.7;0.7;0.8;1.5;2.6
14.11.2021;2.6;7.2;6.3;5.6;7.9;3.8;3.1;7.7;9.3;8.7;6.1;3.1;2;2.5;5.2;2.3;3.8;2.2;4.6;2.7;1.2;2.3;5.3;6.3
15.11.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2021;0;0.2;0;0;0.4;0.1;0;0.1;0.1;0.1;0.1;0;0.2;0.6;0.1;0;0;0.2;0.4;0.1;0.2;0.2;0.3;0.2
17.11.2021;0.2;0;0;0;0.1;0.4;0.2;0.1;0;0;0;0.4;0;0.4;0;0;0;0;0;0;0;0;0;0.1
18.11.2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.11.2021;0.2;0;0.1;0.2;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0.1;0.2;0.1;0.1;0.2;0.4;0.2;0.2;0.2;0;0.1;0.1;0.1
20.11.2021;0.2;0;0;0;0.1;0;0;0;0;0;0;0;0.2;0.4;0.2;0;0;0.2;0.4;0.1;0.2;0.2;0.4;0.3
